RestaurantName,DiningRating,DeliveryRating,DiningVotes,DeliveryVotes,Cuisine,PlaceName,ItemName,BestSeller,Votes,Prices,Total_rating
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore","Capsicum, Paneer & Red Paprika Pizza",BESTSELLER,102,145.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",English Retreat Pizza,BESTSELLER,66,295.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Burn To Hell Pizza,BESTSELLER,88,275.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Double Cheese Margherita Pizza,BESTSELLER,92,195.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Margherita Pizza,BESTSELLER,234,145.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Double Cheese Margherita Pizza,BESTSELLER,92,195.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Garden Delight Pizza,BESTSELLER,155,195.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Burn To Hell Pizza,BESTSELLER,88,275.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Cheezy-7 Pizza,BESTSELLER,69,275.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Paneer Tikka Butter Masala Pizza,BESTSELLER,105,275.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",English Retreat Pizza,BESTSELLER,66,295.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Farm Villa Pizza,BESTSELLER,196,235.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Onions Pizza,BESTSELLER,261,89.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Sweet Corns Pizza,BESTSELLER,177,109.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore","Capsicum, Paneer & Red Paprika Pizza",BESTSELLER,102,145.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Cheesy Garlic Bread,BESTSELLER,119,129.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Garlic Bread Sticks,BESTSELLER,110,135.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Americano White Sauce Pasta Veg,BESTSELLER,122,195.0,6.4
La Pino'z Pizza,2.5,3.9,26,0,Fast Food,"Basavanagudi, Bangalore",Smoke Chilli Macaroni Veg,BESTSELLER,89,165.0,6.4
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Spicy Cheese Garlic Bread,BESTSELLER,8,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Classic Margherita Pizza,BESTSELLER,15,159.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Chicken Sausages & Mushrooms Pizza,BESTSELLER,0,239.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Cheese Garlic Bread,BESTSELLER,7,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",French Fries,BESTSELLER,0,149.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Veggie Lover Pizza,MUST TRY,0,199.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Onion and Green chilly Pizza,MUST TRY,5,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",BBQ Paneer Pizza,MUST TRY,0,239.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Crunchy Onion Pizza,MUST TRY,8,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Corn and Cheese Pizza,MUST TRY,22,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Corn and Cheese Pizza,BESTSELLER,22,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",BBQ Paneer Pizza,BESTSELLER,0,239.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Peppy Paneer Tikka Pizza,BESTSELLER,14,239.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Tangy Chaat Pizza,BESTSELLER,0,189.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Chicken Tikka Delight Pizza,BESTSELLER,10,179.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Barbeque Veggie Pizza,BESTSELLER,10,319.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Farmhouse Pizza,BESTSELLER,16,379.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Crunchy Onion Pizza,BESTSELLER,8,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Onion and Green chilly Pizza,BESTSELLER,5,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Classic Margherita Pizza,BESTSELLER,15,159.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Cheese Garlic Bread,BESTSELLER,7,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",French Fries,BESTSELLER,0,149.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Spicy Cheese Garlic Bread,BESTSELLER,8,129.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Chicken Sausages & Mushrooms Pizza,BESTSELLER,0,239.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Barbeque Prawn Pizza,BESTSELLER,0,299.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",7Up Pet bottle (475ml),Not on Pro,0,57.0,7.422264031240087
Onesta,3.822264031240087,3.6,0,197,Beverages,"Mantri Square, Bangalore",Pepsi Pet bottle (475ml),Not on Pro,5,57.0,7.422264031240087
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" Classic Paneer Pizza",BESTSELLER,29,319.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" BBQ Chicken Pizza",BESTSELLER,33,329.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Fruit Pop Oatmeal,BESTSELLER,100,209.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","Butter Paneer, Aloo Gobhi & Jeera Pulao",MUST TRY,18,259.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" Classic Paneer Pizza",MUST TRY,29,319.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","Kadhai Paneer, Soya Masala Sabzi, Paratha Thali",MUST TRY,53,259.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Fruit Pop Oatmeal,MUST TRY,100,209.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Fruit Bowl,MUST TRY,28,219.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Whole Wheat Noodles with Chilli Paneer,MUST TRY,5,269.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" UnMeat Veg Spicy Pizza",MUST TRY,23,329.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" Farm Fresh Veggie Pizza",BESTSELLER,14,319.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Boneless Chicken Biryani (500gm),MUST TRY,16,309.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" Indie Chicken Tikka Pizza",BESTSELLER,45,329.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Sabudana Khichdi,BESTSELLER,44,189.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" Peri Peri Paneer Pizza",MUST TRY,10,329.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" BBQ Chicken Pizza",MUST TRY,33,329.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Fit Thali Paratha Meal,BESTSELLER,8,268.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" Classic Paneer Pizza",BESTSELLER,29,319.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" UnMeat Veg Spicy Pizza",BESTSELLER,23,329.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" Farm Fresh Veggie Pizza",BESTSELLER,14,319.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" Indie Chicken Tikka Pizza",BESTSELLER,45,329.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","8"" BBQ Chicken Pizza",BESTSELLER,33,329.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Spicy Dilli Kulcha Burger,BESTSELLER,10,199.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","Kadhai Paneer, Soya Masala Sabzi, Paratha Thali",BESTSELLER,53,259.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Fit Thali Paratha Meal,BESTSELLER,8,268.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Fit Thali Butter Chicken Paratha Meal,BESTSELLER,21,319.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore","Butter Paneer, Aloo Gobhi & Jeera Pulao",BESTSELLER,18,259.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Fruit Pop Oatmeal,BESTSELLER,100,209.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Fruit Bowl,BESTSELLER,28,219.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Sabudana Khichdi,BESTSELLER,44,189.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Achari Soya Chaap,BESTSELLER,0,259.0,7.922264031240086
EatFit,3.822264031240087,4.1,0,0,Beverages,"Cunningham Road, Bangalore",Boneless Chicken Biryani (500gm),BESTSELLER,16,309.0,7.922264031240086
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",3 BBQ Chicken Burger+ 2 Fries,BESTSELLER,13,449.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",2 BBQ Chicken Burgers,BESTSELLER,21,219.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Bun Tikki Burger+ Bun Tikki Burger,BESTSELLER,51,98.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Crispy Chicken Burger,BESTSELLER,43,99.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Homestyle Chicken Burger,BESTSELLER,29,179.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",2 Crispy Chicken Burgers + 2 BBQ Chicken Burgers + 2 Fries (L),BESTSELLER,0,529.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Spicy Paneer Delight Burger With Cheese,BESTSELLER,5,198.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Mexican Cheese Chicken + Classic Chicken Burger,BESTSELLER,0,289.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",2 Mexican Cheese Chicken Burger,BESTSELLER,0,259.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",2 BBQ Chicken Burgers,BESTSELLER,21,219.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Bun Tikki Burger+ Bun Tikki Burger,BESTSELLER,51,98.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Mexican Cheese Chicken + Classic Chicken Burger,BESTSELLER,0,289.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",New Spicy Chicken Nuggets 6 Pcs,BESTSELLER,0,189.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",2 Crispy Chicken Burgers + 2 BBQ Chicken Burgers + 2 Fries (L),BESTSELLER,0,529.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",3 BBQ Chicken Burger+ 2 Fries,BESTSELLER,13,449.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",3 Spicy Paneer Delight Burgers + 2 Fries (M),BESTSELLER,0,589.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Crispy Chicken Burger,BESTSELLER,43,99.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Homestyle Chicken Burger,BESTSELLER,29,179.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Spicy Paneer Delight Burger With Cheese,BESTSELLER,5,198.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Smoky Chipotle Chicken Burger With Cheese,BESTSELLER,0,209.0,8.022264031240088
Wendy's Burgers,3.822264031240087,4.2,0,0,American,"Shanti Nagar, Bangalore",Coke,Not on Pro,0,79.0,8.022264031240088
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Alphonso Mango Ice Cream 500ml,MUST TRY,55,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Tender Coconut Ice Cream 500ml,MUST TRY,60,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Chocochips Ice Cream 500ml,MUST TRY,33,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Roasted Almond Ice Cream 500ml,MUST TRY,31,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",French Vanilla Ice Cream 500ml,Not eligible for coupons,28,313.56,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Kesar Pista Ice Cream 500ml,MUST TRY,27,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Madagascar Chocolate Ice Cream 500ml,Not eligible for coupons,25,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Alphonso Mango Ice Cream 750ml,Not eligible for coupons,21,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Paan Ice Cream 500ml,MUST TRY,10,288.14,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Belgian Chocolate Ice Cream 500ml,Not eligible for coupons,36,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Apricot Ice Cream 500ml,MUST TRY,8,313.56,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Thandai Ice Cream 500ml,Not eligible for coupons,5,288.14,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Chocochips Ice Cream 750ml,Not eligible for coupons,16,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Chocochips Ice Cream 100ml,MUST TRY,11,67.8,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Tender Coconut Ice Cream 750ml,Not eligible for coupons,8,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Jaggery Almond Ice Cream 500ml,Not eligible for coupons,10,288.14,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Mixed Berries Ice Cream 100ml,MUST TRY,7,80.51,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Stick Malai Kulfi,MUST TRY,25,55.08,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Strawberry Ice Cream 500ml,Not eligible for coupons,10,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Madagascar Chocolate Ice Cream 750ml,BESTSELLER,13,444.92,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Chocochips Ice Cream 100ml,BESTSELLER,11,67.8,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Thandai Ice Cream 500ml,Not eligible for coupons,5,288.14,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Lychee Ice Cream 500ml,Not eligible for coupons,0,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",French Vanilla Ice Cream 500ml,Not eligible for coupons,28,313.56,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Strawberry Ice Cream 500ml,Not eligible for coupons,10,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Tender Coconut Ice Cream 500ml,Not eligible for coupons,60,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Roasted Almond Ice Cream 500ml,Not eligible for coupons,31,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Paan Ice Cream 500ml,Not eligible for coupons,10,288.14,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Alphonso Mango Ice Cream 500ml,Not eligible for coupons,55,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Kesar Pista Ice Cream 500ml,Not eligible for coupons,27,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Jaggery Almond Ice Cream 500ml,Not eligible for coupons,10,288.14,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Chocochips Ice Cream 500ml,Not eligible for coupons,33,254.24,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Apricot Ice Cream 500ml,Not eligible for coupons,8,313.56,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Belgian Chocolate Ice Cream 500ml,Not eligible for coupons,36,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Madagascar Chocolate Ice Cream 500ml,Not eligible for coupons,25,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Chocochips Ice Cream 750ml,Not eligible for coupons,16,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Alphonso Mango Ice Cream 750ml,Not eligible for coupons,21,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Tender Coconut Ice Cream 750ml,Not eligible for coupons,8,199.0,8.322264031240087
NIC Ice Creams,3.822264031240087,4.5,0,0,Desserts,"Frazer Town, Bangalore",Madagascar Chocolate Ice Cream 750ml,BESTSELLER,13,444.92,8.322264031240087
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Veg Personal Wok Bowl,MUST TRY,11,229.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Manchurian Bowl,BESTSELLER,17,309.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Personal Wok Bowl,MUST TRY,11,279.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Burnt Garlic Fried Rice,BESTSELLER,0,329.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chilli Chicken Dry,MUST TRY,10,319.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Steamed Chicken Classic Momos with Momo Chutney,BESTSELLER,7,209.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chilli Chicken Gravy,BESTSELLER,7,269.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Combo for 1 Non-Veg,MUST TRY,0,379.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Combo for 1 Veg,MUST TRY,0,359.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Hakka Noodles,BESTSELLER,0,319.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Kung Pao Paneer Dry,MUST TRY,5,309.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Choco Lava,Not eligible for coupons,7,99.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Kung Pao Paneer Bowl,BESTSELLER,0,294.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chilli Paneer Bowl,BESTSELLER,7,294.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Veg Hakka Noodles,BESTSELLER,0,269.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Manchow Soup with Crispy Noodles,MUST TRY,6,189.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Veg Manchow Soup with Crispy Noodles,MUST TRY,10,169.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Veg Hakka Noodles - Light Eaters,MUST TRY,10,115.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken - Starter Combo For 2,MUST TRY,0,739.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chilli Chicken Dry,BESTSELLER,10,319.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Manchow Soup with Crispy Noodles,BESTSELLER,6,189.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Steamed Chicken Classic Momos with Momo Chutney,BESTSELLER,7,209.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chilli Paneer Bowl,BESTSELLER,7,294.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Kung Pao Paneer Bowl,BESTSELLER,0,294.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Black Pepper Chicken Bowl,BESTSELLER,11,309.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Manchurian Bowl,BESTSELLER,17,309.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Veg Chilli Garlic Fried Rice,BESTSELLER,0,289.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Veg Hakka Noodles,BESTSELLER,0,269.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Burnt Garlic Fried Rice,BESTSELLER,0,329.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Hakka Noodles,BESTSELLER,0,319.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Burnt Garlic Noodles,BESTSELLER,0,359.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chilli Chicken Gravy,BESTSELLER,7,269.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Veg Personal Wok Bowl,BESTSELLER,11,229.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chicken Personal Wok Bowl,BESTSELLER,11,279.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Chocolate Mousse,Not eligible for coupons,0,99.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Choco Lava,Not eligible for coupons,7,99.0,7.3
Chinese Wok,3.3,4.0,2,593,Chinese,"Malleshwaram, Bangalore",Pepsi pet bottle,Not on Pro,9,60.0,7.3
